sno,age,job,salary,marital,education,housing,loan,,,
550,32,blue-collar,20000,divorced,secondary,yes,yes,,,
551,51,blue-collar,20000,married,primary,yes,no,,,
552,21,student,4000,single,secondary,yes,no,,,
553,56,self-employed,60000,divorced,tertiary,yes,no,,,
554,36,management,100000,single,tertiary,yes,no,,,
555,58,services,70000,married,secondary,yes,no,,,
556,52,services,70000,married,secondary,yes,no,,,
557,35,services,70000,married,secondary,yes,no,,,
558,38,management,100000,married,tertiary,yes,no,,,
559,43,admin.,50000,single,secondary,yes,no,,,
560,45,blue-collar,20000,married,primary,yes,no,,,
561,41,housemaid,16000,married,secondary,yes,no,,,
562,46,admin.,50000,married,secondary,yes,no,,,
563,32,self-employed,60000,single,secondary,yes,no,,,
564,38,services,70000,married,secondary,yes,no,,,
565,33,blue-collar,20000,divorced,primary,yes,no,,,
566,58,management,100000,single,tertiary,yes,no,,,
567,28,entrepreneur,120000,married,tertiary,no,yes,,,
568,44,blue-collar,20000,married,primary,yes,no,,,
569,50,entrepreneur,120000,married,primary,no,no,,,
570,30,admin.,50000,married,secondary,yes,no,,,
571,44,services,70000,married,secondary,yes,yes,,,
572,36,blue-collar,20000,single,secondary,yes,no,,,
573,39,technician,60000,married,secondary,yes,no,,,
574,49,blue-collar,20000,married,secondary,yes,no,,,
575,35,blue-collar,20000,single,secondary,yes,no,,,
576,32,blue-collar,20000,single,secondary,yes,no,,,
577,32,services,70000,single,secondary,yes,no,,,
578,43,services,70000,married,secondary,yes,yes,,,
579,42,admin.,50000,single,secondary,yes,no,,,
580,41,services,70000,divorced,secondary,yes,no,,,
581,44,management,100000,married,tertiary,yes,yes,,,
582,52,services,70000,single,secondary,yes,no,,,
583,30,management,100000,married,tertiary,yes,yes,,,
584,35,blue-collar,20000,married,primary,yes,no,,,
585,56,retired,55000,married,secondary,yes,no,,,
586,40,admin.,50000,married,secondary,yes,no,,,
587,37,services,70000,married,secondary,yes,yes,,,
588,46,admin.,50000,single,unknown,yes,no,,,
589,44,blue-collar,20000,married,secondary,yes,no,,,
590,37,admin.,50000,divorced,secondary,yes,no,,,
591,41,services,70000,married,secondary,yes,no,,,
592,33,admin.,50000,divorced,secondary,yes,yes,,,
593,38,management,100000,divorced,primary,yes,no,,,
594,42,blue-collar,20000,married,secondary,yes,no,,,
595,47,technician,60000,married,secondary,yes,no,,,
596,36,blue-collar,20000,married,secondary,yes,no,,,
597,40,services,70000,married,secondary,yes,no,,,
598,34,blue-collar,20000,single,secondary,yes,no,,,
599,34,blue-collar,20000,married,primary,yes,yes,,,
600,38,blue-collar,20000,married,primary,yes,no,,,
601,43,blue-collar,20000,married,primary,yes,no,,,
602,36,blue-collar,20000,divorced,secondary,yes,yes,,,
603,53,blue-collar,20000,divorced,secondary,yes,no,,,
604,34,blue-collar,20000,married,secondary,yes,no,,,
605,37,blue-collar,20000,married,unknown,yes,no,,,
606,39,services,70000,married,secondary,yes,yes,,,
607,28,technician,60000,married,secondary,yes,no,,,
608,30,admin.,50000,married,secondary,yes,no,,,
609,46,blue-collar,20000,married,secondary,yes,no,,,
610,48,blue-collar,20000,married,secondary,yes,no,,,
611,36,blue-collar,20000,divorced,primary,yes,no,,,
612,57,technician,60000,married,secondary,yes,no,,,
613,25,self-employed,60000,single,tertiary,yes,no,,,
614,34,admin.,50000,married,secondary,yes,yes,,,
615,41,blue-collar,20000,married,secondary,yes,no,,,
616,38,blue-collar,20000,single,secondary,yes,no,,,
617,42,blue-collar,20000,married,secondary,yes,yes,,,
618,39,services,70000,married,secondary,yes,yes,,,
619,34,admin.,50000,single,secondary,yes,no,,,
620,39,blue-collar,20000,divorced,secondary,yes,no,,,
621,34,admin.,50000,married,secondary,yes,no,,,
622,38,services,70000,married,secondary,yes,yes,,,
623,38,services,70000,married,secondary,yes,yes,,,
624,50,entrepreneur,120000,married,secondary,yes,no,,,
625,29,blue-collar,20000,single,secondary,yes,no,,,
626,48,entrepreneur,120000,married,secondary,yes,no,,,
627,50,blue-collar,20000,married,secondary,yes,no,,,
628,57,retired,55000,divorced,tertiary,yes,no,,,
629,45,services,70000,married,secondary,yes,no,,,
630,48,blue-collar,20000,married,primary,yes,no,,,
631,42,blue-collar,20000,married,secondary,yes,no,,,
632,29,blue-collar,20000,married,secondary,yes,no,,,
633,44,blue-collar,20000,divorced,secondary,yes,no,,,
634,54,management,100000,married,tertiary,yes,no,,,
635,33,management,100000,single,tertiary,yes,no,,,
636,37,blue-collar,20000,married,unknown,yes,no,,,
637,38,entrepreneur,120000,married,tertiary,yes,no,,,
638,39,technician,60000,married,secondary,yes,no,,,
639,37,technician,60000,married,primary,yes,yes,,,
640,33,services,70000,single,secondary,yes,yes,,,
641,57,technician,60000,divorced,secondary,yes,no,,,
642,39,technician,60000,married,secondary,yes,no,,,
643,38,blue-collar,20000,married,secondary,yes,no,,,
644,42,blue-collar,20000,divorced,secondary,yes,no,,,
645,44,blue-collar,20000,married,primary,yes,no,,,
646,32,blue-collar,20000,married,primary,yes,no,,,
647,47,self-employed,60000,divorced,secondary,yes,no,,,
648,34,services,70000,divorced,secondary,yes,no,,,
649,34,services,70000,married,secondary,yes,no,,,
650,50,blue-collar,20000,married,primary,yes,no,,,
651,36,unemployed,8000,single,secondary,yes,no,,,
652,35,services,70000,single,secondary,yes,no,,,
653,37,management,100000,married,tertiary,yes,no,,,
654,31,entrepreneur,120000,married,tertiary,yes,no,,,
655,38,blue-collar,20000,married,secondary,yes,no,,,
656,36,blue-collar,20000,single,secondary,yes,no,,,
657,55,management,100000,married,tertiary,yes,no,,,
658,43,blue-collar,20000,married,primary,yes,no,,,
659,48,services,70000,married,primary,yes,no,,,
660,38,blue-collar,20000,married,secondary,yes,no,,,
661,35,management,100000,married,tertiary,yes,no,,,
662,32,blue-collar,20000,married,primary,yes,no,,,
663,47,blue-collar,20000,married,primary,yes,no,,,
664,39,blue-collar,20000,married,secondary,yes,no,,,
665,53,unemployed,8000,married,secondary,yes,no,,,
666,53,blue-collar,20000,married,secondary,yes,no,,,
667,55,management,100000,married,tertiary,no,no,,,
668,36,technician,60000,married,tertiary,yes,yes,,,
669,31,blue-collar,20000,single,secondary,yes,no,,,
670,41,admin.,50000,married,secondary,yes,no,,,
671,52,services,70000,divorced,secondary,yes,no,,,
672,36,blue-collar,20000,single,secondary,yes,yes,,,
673,59,services,70000,married,secondary,yes,no,,,
674,34,technician,60000,single,secondary,no,no,,,
675,46,admin.,50000,divorced,secondary,yes,yes,,,
676,37,technician,60000,divorced,secondary,yes,no,,,
677,39,management,100000,married,tertiary,yes,no,,,
678,53,blue-collar,20000,married,primary,yes,no,,,
679,33,technician,60000,single,secondary,yes,no,,,
680,48,services,70000,single,secondary,yes,no,,,
681,46,blue-collar,20000,divorced,primary,yes,no,,,
682,31,blue-collar,20000,married,primary,yes,yes,,,
683,30,admin.,50000,single,tertiary,yes,no,,,
684,35,technician,60000,married,secondary,yes,no,,,
685,49,admin.,50000,married,secondary,yes,no,,,
686,25,student,4000,single,primary,yes,no,,,
687,49,management,100000,single,secondary,yes,no,,,
688,37,management,100000,divorced,tertiary,yes,no,,,
689,38,blue-collar,20000,married,secondary,yes,no,,,
690,42,blue-collar,20000,married,primary,yes,yes,,,
691,32,technician,60000,single,secondary,yes,yes,,,
692,31,entrepreneur,120000,married,secondary,yes,yes,,,
693,50,entrepreneur,120000,married,tertiary,yes,no,,,
694,37,technician,60000,single,tertiary,yes,no,,,
695,32,blue-collar,20000,married,secondary,yes,no,,,
696,44,blue-collar,20000,single,secondary,yes,no,,,
697,44,admin.,50000,single,secondary,yes,no,,,
698,42,unemployed,8000,married,secondary,yes,no,,,
699,47,technician,60000,divorced,tertiary,yes,no,,,
700,35,blue-collar,20000,married,primary,yes,yes,,,
701,31,management,100000,married,tertiary,yes,no,,,
702,29,technician,60000,single,tertiary,no,no,,,
703,46,blue-collar,20000,married,secondary,yes,yes,,,
704,31,technician,60000,married,secondary,yes,no,,,
705,45,services,70000,married,secondary,yes,no,,,
706,51,admin.,50000,married,unknown,yes,yes,,,
707,44,blue-collar,20000,married,primary,yes,no,,,
708,42,technician,60000,married,secondary,yes,yes,,,
709,55,self-employed,60000,married,primary,yes,no,,,
710,39,management,100000,married,tertiary,yes,no,,,
711,55,blue-collar,20000,married,unknown,yes,no,,,
712,37,blue-collar,20000,married,secondary,yes,no,,,
713,27,technician,60000,single,secondary,no,no,,,
714,29,blue-collar,20000,single,secondary,yes,no,,,
715,28,blue-collar,20000,single,secondary,yes,no,,,
716,35,blue-collar,20000,married,primary,yes,no,,,
717,31,technician,60000,single,secondary,yes,no,,,
718,52,management,100000,married,tertiary,yes,no,,,
719,37,blue-collar,20000,single,secondary,yes,no,,,
720,40,housemaid,16000,married,secondary,yes,no,,,
721,36,services,70000,single,secondary,yes,yes,,,
722,41,blue-collar,20000,married,secondary,yes,no,,,
723,36,services,70000,married,secondary,yes,no,,,
724,50,blue-collar,20000,married,primary,yes,no,,,
725,47,admin.,50000,single,secondary,yes,no,,,
726,50,self-employed,60000,married,tertiary,yes,no,,,
727,34,blue-collar,20000,married,secondary,yes,yes,,,
728,56,services,70000,divorced,secondary,yes,no,,,
729,42,services,70000,married,secondary,yes,no,,,
730,48,technician,60000,single,tertiary,yes,no,,,
731,37,admin.,50000,divorced,secondary,yes,no,,,
732,41,blue-collar,20000,married,secondary,yes,no,,,
733,32,management,100000,single,tertiary,yes,no,,,
734,41,blue-collar,20000,married,secondary,yes,no,,,
735,38,blue-collar,20000,single,primary,yes,no,,,
736,56,admin.,50000,divorced,secondary,yes,no,,,
737,54,admin.,50000,married,secondary,yes,yes,,,
738,36,admin.,50000,divorced,secondary,yes,no,,,
739,26,student,4000,single,tertiary,yes,no,,,
740,34,management,100000,married,tertiary,yes,yes,,,
741,35,admin.,50000,single,secondary,yes,no,,,
742,31,admin.,50000,married,secondary,yes,no,,,
743,43,blue-collar,20000,married,primary,yes,no,,,
744,37,blue-collar,20000,single,primary,yes,no,,,
745,46,services,70000,divorced,secondary,yes,yes,,,
746,33,blue-collar,20000,married,secondary,yes,no,,,
747,31,unemployed,8000,single,secondary,yes,no,,,
748,37,admin.,50000,married,secondary,yes,no,,,
749,29,management,100000,single,tertiary,yes,no,,,
750,36,blue-collar,20000,married,secondary,yes,no,,,
751,31,services,70000,divorced,secondary,yes,no,,,
752,47,services,70000,married,secondary,yes,yes,,,
753,36,blue-collar,20000,single,primary,yes,no,,,
754,46,admin.,50000,married,unknown,yes,no,,,
755,27,technician,60000,single,secondary,yes,no,,,
756,39,services,70000,married,secondary,yes,no,,,
757,42,management,100000,married,secondary,yes,no,,,
758,40,technician,60000,divorced,secondary,yes,no,,,
759,56,blue-collar,20000,divorced,primary,yes,no,,,
760,35,management,100000,married,tertiary,yes,no,,,
761,46,blue-collar,20000,married,primary,yes,no,,,
762,35,blue-collar,20000,divorced,primary,yes,no,,,
763,55,blue-collar,20000,married,primary,yes,no,,,
764,30,services,70000,single,secondary,yes,no,,,
765,41,management,100000,married,primary,yes,no,,,
766,43,admin.,50000,single,secondary,yes,no,,,
767,59,services,70000,married,secondary,yes,no,,,
768,50,self-employed,60000,married,secondary,yes,no,,,
769,59,entrepreneur,120000,married,tertiary,yes,no,,,
770,33,services,70000,single,secondary,yes,no,,,
771,54,blue-collar,20000,married,primary,yes,no,,,
772,34,blue-collar,20000,married,secondary,yes,yes,,,
773,41,blue-collar,20000,married,secondary,yes,no,,,
774,41,management,100000,married,tertiary,yes,no,,,
775,39,blue-collar,20000,divorced,secondary,yes,no,,,
776,53,technician,60000,married,primary,yes,no,,,
777,58,retired,55000,married,secondary,yes,no,,,
778,41,retired,55000,single,secondary,yes,no,,,
779,39,admin.,50000,married,secondary,yes,no,,,
780,30,management,100000,married,secondary,yes,no,,,
781,50,retired,55000,married,secondary,no,no,,,
782,33,retired,55000,married,primary,yes,no,,,
783,36,admin.,50000,divorced,secondary,yes,no,,,
784,54,technician,60000,married,secondary,yes,no,,,
785,54,technician,60000,married,secondary,yes,no,,,
786,60,retired,55000,married,secondary,yes,no,,,
787,40,services,70000,divorced,secondary,yes,no,,,
788,34,blue-collar,20000,married,secondary,yes,no,,,
789,34,management,100000,married,tertiary,yes,no,,,
790,26,student,4000,single,tertiary,yes,no,,,
791,45,services,70000,married,primary,yes,no,,,
792,27,blue-collar,20000,single,secondary,yes,no,,,
793,41,blue-collar,20000,married,secondary,yes,yes,,,
794,43,technician,60000,married,tertiary,yes,no,,,
795,37,blue-collar,20000,married,secondary,yes,no,,,
796,54,admin.,50000,married,primary,yes,yes,,,
797,41,blue-collar,20000,married,primary,yes,no,,,
798,41,management,100000,single,secondary,yes,no,,,
799,50,blue-collar,20000,married,primary,yes,no,,,
800,46,admin.,50000,divorced,secondary,yes,yes,,,
801,34,retired,55000,married,secondary,no,no,,,
802,46,admin.,50000,married,secondary,yes,no,,,
803,34,entrepreneur,120000,married,primary,yes,no,,,
804,35,blue-collar,20000,married,unknown,no,no,,,
805,34,admin.,50000,divorced,secondary,yes,no,,,
806,40,blue-collar,20000,married,primary,yes,no,,,
807,37,management,100000,single,tertiary,yes,no,,,
808,41,blue-collar,20000,married,primary,yes,no,,,
809,55,technician,60000,single,secondary,yes,no,,,
810,54,self-employed,60000,married,tertiary,yes,no,,,
811,43,blue-collar,20000,married,primary,yes,yes,,,
812,41,blue-collar,20000,married,primary,yes,no,,,
813,60,admin.,50000,single,secondary,yes,no,,,
814,48,services,70000,single,secondary,yes,no,,,
815,32,services,70000,married,secondary,yes,yes,,,
816,43,management,100000,married,tertiary,yes,no,,,
817,32,technician,60000,married,secondary,yes,no,,,
818,37,management,100000,divorced,secondary,yes,no,,,
819,39,admin.,50000,divorced,secondary,yes,yes,,,
820,55,technician,60000,married,secondary,yes,no,,,
821,35,services,70000,married,secondary,yes,no,,,
822,32,admin.,50000,divorced,tertiary,yes,no,,,
823,37,technician,60000,married,secondary,yes,no,,,
824,42,entrepreneur,120000,divorced,secondary,yes,no,,,
825,44,management,100000,divorced,tertiary,yes,yes,,,
826,38,housemaid,16000,single,primary,yes,no,,,
827,55,blue-collar,20000,married,primary,yes,no,,,
828,37,services,70000,married,primary,yes,no,,,
829,39,services,70000,married,secondary,yes,yes,,,
830,46,technician,60000,married,secondary,yes,no,,,
831,32,blue-collar,20000,married,primary,no,no,,,
832,48,blue-collar,20000,divorced,primary,yes,no,,,
833,34,services,70000,married,secondary,yes,no,,,
834,36,admin.,50000,married,secondary,yes,no,,,
835,46,management,100000,divorced,secondary,no,no,,,
836,29,technician,60000,married,secondary,yes,no,,,
837,37,technician,60000,married,tertiary,yes,no,,,
838,37,technician,60000,single,tertiary,yes,no,,,
839,38,admin.,50000,divorced,secondary,yes,no,,,
840,44,blue-collar,20000,married,primary,yes,no,,,
841,36,blue-collar,20000,single,secondary,yes,no,,,
842,40,blue-collar,20000,married,secondary,yes,no,,,
843,34,technician,60000,married,secondary,yes,no,,,
844,59,blue-collar,20000,married,secondary,yes,no,,,
845,32,blue-collar,20000,married,secondary,yes,no,,,
846,28,admin.,50000,married,secondary,yes,no,,,
847,30,management,100000,single,tertiary,yes,yes,,,
848,53,admin.,50000,single,secondary,yes,no,,,
849,42,blue-collar,20000,married,secondary,yes,no,,,
850,39,blue-collar,20000,married,secondary,yes,yes,,,
851,47,services,70000,married,secondary,yes,no,,,
852,54,retired,55000,divorced,tertiary,yes,no,,,
853,52,management,100000,married,tertiary,yes,no,,,
854,38,blue-collar,20000,divorced,secondary,no,yes,,,
855,33,entrepreneur,120000,married,tertiary,yes,no,,,
856,43,admin.,50000,divorced,secondary,yes,no,,,
857,45,blue-collar,20000,married,primary,yes,yes,,,
858,31,blue-collar,20000,married,secondary,yes,no,,,
859,33,entrepreneur,120000,married,secondary,yes,no,,,
860,40,technician,60000,married,primary,yes,no,,,
861,34,blue-collar,20000,single,secondary,yes,no,,,
862,31,admin.,50000,married,secondary,yes,yes,,,
863,31,housemaid,16000,married,tertiary,yes,no,,,
864,32,technician,60000,married,secondary,yes,yes,,,
865,40,entrepreneur,120000,married,tertiary,yes,no,,,
