Job,Age,Salary,Marital,Education,Housing,Loan,Age_Bucket,,,,,,Response
blue-collar,27,20000,married,primary,no,yes,2,,,,,,yes
admin.,32,50000,divorced,secondary,no,yes,3,,,,,,yes
blue-collar,41,20000,single,secondary,yes,no,4,,,,,,yes
technician,37,60000,single,tertiary,no,no,3,,,,,,yes
technician,27,60000,single,secondary,no,no,2,,,,,,yes
services,29,70000,single,secondary,no,yes,2,,,,,,yes
services,33,70000,married,secondary,no,yes,3,,,,,,yes
technician,36,60000,married,primary,no,no,3,,,,,,yes
services,29,70000,single,primary,no,no,2,,,,,,yes
blue-collar,44,20000,married,secondary,yes,no,4,,,,,,yes
blue-collar,28,20000,single,secondary,yes,no,2,,,,,,yes
blue-collar,49,20000,married,primary,yes,no,4,,,,,,yes
blue-collar,55,20000,married,secondary,yes,no,5,,,,,,yes
technician,51,60000,married,secondary,no,no,5,,,,,,yes
technician,39,60000,single,secondary,yes,no,3,,,,,,yes
blue-collar,42,20000,divorced,primary,yes,no,4,,,,,,yes
services,33,70000,single,secondary,no,no,3,,,,,,yes
management,59,100000,married,tertiary,yes,no,5,,,,,,yes
entrepreneur,36,120000,divorced,tertiary,no,yes,3,,,,,,yes
technician,45,60000,married,secondary,no,no,4,,,,,,yes
self-employed,37,60000,married,secondary,no,no,3,,,,,,yes
unemployed,46,8000,married,secondary,no,no,4,,,,,,yes
self-employed,32,60000,single,tertiary,no,no,3,,,,,,yes
admin.,32,50000,married,secondary,no,yes,3,,,,,,yes
technician,28,60000,single,secondary,no,yes,2,,,,,,yes
admin.,45,50000,divorced,secondary,no,yes,4,,,,,,yes
blue-collar,41,20000,single,secondary,yes,yes,4,,,,,,yes
blue-collar,59,20000,divorced,primary,no,yes,5,,,,,,yes
technician,47,60000,single,secondary,yes,yes,4,,,,,,yes
admin.,32,50000,single,secondary,no,no,3,,,,,,yes
blue-collar,31,20000,single,secondary,no,no,3,,,,,,yes
management,31,100000,single,tertiary,no,yes,3,,,,,,yes
entrepreneur,33,120000,married,secondary,yes,yes,3,,,,,,yes
entrepreneur,52,120000,married,tertiary,no,no,5,,,,,,yes
technician,27,60000,single,secondary,no,yes,2,,,,,,yes
self-employed,26,60000,single,secondary,no,no,2,,,,,,yes
technician,25,60000,single,secondary,no,yes,2,,,,,,yes
blue-collar,25,20000,married,secondary,no,yes,2,,,,,,yes
admin.,28,50000,single,unknown,no,no,2,,,,,,yes
technician,25,60000,single,secondary,no,yes,2,,,,,,yes
services,28,70000,married,secondary,yes,yes,2,,,,,,yes
blue-collar,28,20000,single,secondary,no,yes,2,,,,,,yes
entrepreneur,33,120000,divorced,tertiary,no,yes,3,,,,,,yes
management,45,100000,divorced,tertiary,no,yes,4,,,,,,yes
services,36,70000,married,secondary,no,yes,3,,,,,,yes
blue-collar,26,20000,single,secondary,no,yes,2,,,,,,yes
blue-collar,31,20000,married,secondary,yes,yes,3,,,,,,yes
technician,38,60000,married,secondary,no,no,3,,,,,,yes
blue-collar,56,20000,single,secondary,no,yes,5,,,,,,yes
admin.,26,50000,single,secondary,no,yes,2,,,,,,yes
technician,26,60000,married,secondary,no,yes,2,,,,,,yes
blue-collar,25,20000,single,secondary,no,yes,2,,,,,,yes
unemployed,26,8000,single,secondary,no,no,2,,,,,,yes
blue-collar,40,20000,married,primary,yes,no,4,,,,,,yes
blue-collar,52,20000,married,unknown,yes,no,5,,,,,,yes
admin.,37,50000,married,primary,yes,no,3,,,,,,yes
blue-collar,43,20000,single,primary,no,no,4,,,,,,yes
entrepreneur,58,120000,married,tertiary,yes,no,5,,,,,,yes
services,41,70000,divorced,tertiary,yes,no,4,,,,,,yes
blue-collar,49,20000,married,secondary,no,yes,4,,,,,,yes
technician,43,60000,married,secondary,yes,yes,4,,,,,,yes
admin.,29,50000,divorced,tertiary,no,yes,2,,,,,,yes
management,35,100000,divorced,tertiary,yes,no,3,,,,,,yes
services,39,70000,divorced,secondary,yes,no,3,,,,,,yes
management,38,100000,married,tertiary,yes,yes,3,,,,,,yes
technician,26,60000,married,secondary,no,yes,2,,,,,,yes
management,32,100000,married,tertiary,yes,yes,3,,,,,,yes
blue-collar,33,20000,married,primary,yes,yes,3,,,,,,yes
management,31,100000,single,tertiary,no,yes,3,,,,,,yes
blue-collar,49,20000,married,primary,no,yes,4,,,,,,yes
unemployed,27,8000,single,primary,no,yes,2,,,,,,yes
blue-collar,30,20000,single,secondary,yes,yes,3,,,,,,yes
blue-collar,35,20000,married,secondary,no,no,3,,,,,,yes
blue-collar,26,20000,single,secondary,yes,no,2,,,,,,yes
blue-collar,30,20000,married,secondary,yes,no,3,,,,,,yes
entrepreneur,45,120000,married,unknown,yes,yes,4,,,,,,yes
admin.,34,50000,married,secondary,yes,yes,3,,,,,,yes
blue-collar,47,20000,married,secondary,yes,no,4,,,,,,yes
admin.,59,50000,married,secondary,yes,no,5,,,,,,yes
blue-collar,41,20000,married,secondary,yes,no,4,,,,,,yes
admin.,28,50000,single,secondary,no,yes,2,,,,,,yes
blue-collar,29,20000,married,secondary,yes,yes,2,,,,,,yes
blue-collar,25,20000,single,secondary,no,yes,2,,,,,,yes
blue-collar,30,20000,single,secondary,yes,no,3,,,,,,yes
services,30,70000,married,secondary,no,yes,3,,,,,,yes
services,47,70000,married,secondary,yes,no,4,,,,,,yes
admin.,57,50000,divorced,secondary,no,no,5,,,,,,yes
management,38,100000,married,tertiary,yes,no,3,,,,,,yes
technician,54,60000,married,secondary,no,yes,5,,,,,,yes
blue-collar,25,20000,single,primary,no,no,2,,,,,,yes
blue-collar,30,20000,married,secondary,yes,yes,3,,,,,,yes
management,26,100000,single,tertiary,no,no,2,,,,,,yes
student,31,4000,married,primary,yes,no,3,,,,,,yes
blue-collar,29,20000,single,secondary,no,yes,2,,,,,,yes
self-employed,32,60000,married,secondary,yes,no,3,,,,,,yes
blue-collar,49,20000,married,secondary,yes,no,4,,,,,,yes
services,35,70000,single,primary,no,yes,3,,,,,,yes
retired,60,55000,divorced,secondary,no,no,6,,,,,,yes
management,60,100000,married,tertiary,yes,no,6,,,,,,yes
management,29,100000,single,tertiary,yes,no,2,,,,,,yes
management,55,100000,divorced,secondary,yes,no,5,,,,,,yes
management,33,100000,single,unknown,yes,no,3,,,,,,yes
admin.,44,50000,married,secondary,yes,no,4,,,,,,yes
technician,47,60000,married,secondary,yes,no,4,,,,,,yes
admin.,35,50000,married,secondary,yes,no,3,,,,,,yes
admin.,53,50000,divorced,unknown,no,no,5,,,,,,yes
entrepreneur,35,120000,married,secondary,no,yes,3,,,,,,yes
management,43,100000,married,tertiary,no,no,4,,,,,,yes
technician,38,60000,married,secondary,yes,no,3,,,,,,yes
entrepreneur,34,120000,married,tertiary,yes,no,3,,,,,,yes
technician,50,60000,married,secondary,no,yes,5,,,,,,yes
admin.,43,50000,married,tertiary,yes,no,4,,,,,,yes
admin.,44,50000,divorced,secondary,yes,no,4,,,,,,yes
services,51,70000,divorced,secondary,no,yes,5,,,,,,yes
technician,31,60000,married,secondary,yes,no,3,,,,,,yes
technician,39,60000,married,tertiary,yes,no,3,,,,,,yes
management,59,100000,married,tertiary,no,yes,5,,,,,,yes
admin.,45,50000,married,secondary,no,yes,4,,,,,,yes
services,25,70000,single,secondary,no,yes,2,,,,,,yes
management,58,100000,married,tertiary,yes,no,5,,,,,,yes
entrepreneur,30,120000,married,primary,yes,no,3,,,,,,yes
blue-collar,34,20000,single,primary,yes,no,3,,,,,,yes
blue-collar,45,20000,divorced,primary,no,no,4,,,,,,yes
services,51,70000,divorced,secondary,no,yes,5,,,,,,yes
retired,60,55000,married,secondary,no,no,6,,,,,,yes
management,32,100000,divorced,tertiary,no,yes,3,,,,,,yes
entrepreneur,51,120000,married,secondary,no,yes,5,,,,,,yes
management,37,100000,divorced,tertiary,no,no,3,,,,,,yes
blue-collar,30,20000,single,primary,no,no,3,,,,,,yes
blue-collar,41,20000,divorced,primary,no,yes,4,,,,,,yes
services,36,70000,divorced,secondary,no,yes,3,,,,,,yes
entrepreneur,46,120000,divorced,secondary,no,yes,4,,,,,,yes
student,29,4000,single,tertiary,no,no,2,,,,,,yes
blue-collar,25,20000,married,secondary,no,yes,2,,,,,,yes
management,39,100000,married,tertiary,yes,no,3,,,,,,yes
entrepreneur,27,120000,married,tertiary,no,no,2,,,,,,yes
blue-collar,35,20000,single,secondary,yes,no,3,,,,,,yes
management,28,100000,single,tertiary,yes,no,2,,,,,,yes
blue-collar,34,20000,single,secondary,yes,no,3,,,,,,yes
blue-collar,29,20000,single,unknown,yes,yes,2,,,,,,yes
management,27,100000,single,tertiary,yes,no,2,,,,,,yes
technician,26,60000,single,secondary,no,no,2,,,,,,yes
management,36,100000,married,tertiary,yes,no,3,,,,,,yes
blue-collar,44,20000,married,primary,yes,no,4,,,,,,yes
blue-collar,39,20000,married,tertiary,no,no,3,,,,,,yes
technician,30,60000,married,secondary,yes,yes,3,,,,,,yes
blue-collar,36,20000,married,secondary,yes,yes,3,,,,,,yes
unemployed,31,8000,divorced,tertiary,yes,no,3,,,,,,yes
blue-collar,56,20000,married,primary,yes,no,5,,,,,,yes
blue-collar,29,20000,married,secondary,yes,no,2,,,,,,yes
admin.,27,50000,divorced,secondary,yes,no,2,,,,,,yes
blue-collar,43,20000,married,secondary,no,yes,4,,,,,,yes
blue-collar,32,20000,married,secondary,yes,no,3,,,,,,yes
admin.,30,50000,single,secondary,no,no,3,,,,,,yes
management,50,100000,married,secondary,no,no,5,,,,,,yes
blue-collar,40,20000,married,secondary,yes,yes,4,,,,,,yes
services,42,70000,married,secondary,yes,yes,4,,,,,,yes
technician,40,60000,married,secondary,yes,no,4,,,,,,yes
student,27,4000,married,secondary,yes,no,2,,,,,,yes
management,35,100000,married,tertiary,no,yes,3,,,,,,yes
blue-collar,26,20000,married,secondary,yes,yes,2,,,,,,yes
housemaid,35,16000,married,primary,yes,no,3,,,,,,yes
blue-collar,52,20000,married,secondary,no,yes,5,,,,,,yes
blue-collar,32,20000,single,secondary,yes,no,3,,,,,,yes
technician,39,60000,married,secondary,yes,no,3,,,,,,yes
blue-collar,31,20000,divorced,secondary,yes,no,3,,,,,,yes
services,26,70000,single,secondary,no,yes,2,,,,,,yes
management,42,100000,married,tertiary,yes,no,4,,,,,,yes
technician,32,60000,married,secondary,yes,no,3,,,,,,yes
services,27,70000,single,secondary,yes,no,2,,,,,,yes
self-employed,33,60000,divorced,secondary,yes,no,3,,,,,,yes
blue-collar,51,20000,married,primary,yes,no,5,,,,,,yes
admin.,33,50000,married,secondary,yes,no,3,,,,,,yes
technician,30,60000,single,tertiary,no,no,3,,,,,,yes
management,29,100000,married,tertiary,yes,no,2,,,,,,yes
housemaid,52,16000,married,primary,yes,no,5,,,,,,yes
blue-collar,42,20000,divorced,primary,yes,no,4,,,,,,yes
management,31,100000,divorced,tertiary,yes,no,3,,,,,,yes
services,27,70000,married,secondary,yes,no,2,,,,,,yes
blue-collar,44,20000,single,secondary,no,yes,4,,,,,,yes
housemaid,55,16000,married,primary,yes,no,5,,,,,,yes
entrepreneur,40,120000,divorced,secondary,yes,no,4,,,,,,yes
technician,54,60000,single,tertiary,yes,no,5,,,,,,yes
housemaid,46,16000,divorced,primary,yes,no,4,,,,,,yes
management,30,100000,single,tertiary,no,yes,3,,,,,,yes
services,30,70000,divorced,primary,yes,no,3,,,,,,yes
services,32,70000,divorced,secondary,yes,no,3,,,,,,yes
technician,56,60000,divorced,secondary,no,no,5,,,,,,yes
blue-collar,33,20000,married,secondary,yes,no,3,,,,,,yes
technician,31,60000,married,secondary,yes,no,3,,,,,,yes
services,30,70000,single,secondary,yes,no,3,,,,,,yes
blue-collar,33,20000,married,secondary,yes,no,3,,,,,,yes
blue-collar,30,20000,single,secondary,yes,no,3,,,,,,yes
self-employed,32,60000,married,primary,yes,no,3,,,,,,yes
blue-collar,41,20000,divorced,primary,yes,no,4,,,,,,yes
admin.,31,50000,single,secondary,no,no,3,,,,,,yes
admin.,30,50000,divorced,secondary,yes,no,3,,,,,,yes
housemaid,51,16000,divorced,secondary,no,no,5,,,,,,yes
admin.,34,50000,divorced,secondary,no,no,3,,,,,,yes
admin.,28,50000,single,unknown,yes,no,2,,,,,,yes
entrepreneur,43,120000,married,secondary,yes,no,4,,,,,,yes
technician,33,60000,single,tertiary,yes,no,3,,,,,,yes
management,36,100000,married,tertiary,yes,no,3,,,,,,yes
blue-collar,28,20000,married,secondary,no,no,2,,,,,,yes
admin.,32,50000,divorced,secondary,no,yes,3,,,,,,yes
blue-collar,31,20000,divorced,secondary,yes,yes,3,,,,,,yes
entrepreneur,35,120000,single,tertiary,yes,no,3,,,,,,yes
management,31,100000,married,tertiary,yes,no,3,,,,,,yes
management,32,100000,single,tertiary,yes,no,3,,,,,,yes
services,25,70000,single,secondary,no,yes,2,,,,,,yes
retired,56,55000,divorced,tertiary,no,yes,5,,,,,,yes
blue-collar,31,20000,married,primary,yes,yes,3,,,,,,yes
blue-collar,29,20000,single,secondary,no,yes,2,,,,,,yes
technician,47,60000,married,secondary,yes,no,4,,,,,,yes
services,32,70000,married,primary,yes,no,3,,,,,,yes
management,39,100000,married,tertiary,yes,no,3,,,,,,yes
management,51,100000,married,tertiary,yes,no,5,,,,,,yes
blue-collar,40,20000,married,primary,yes,no,4,,,,,,yes
technician,54,60000,divorced,secondary,no,yes,5,,,,,,yes
retired,58,55000,married,unknown,no,no,5,,,,,,yes
unemployed,42,8000,married,unknown,yes,no,4,,,,,,yes
services,56,70000,married,primary,no,yes,5,,,,,,yes
student,25,4000,married,tertiary,yes,no,2,,,,,,yes
housemaid,55,16000,married,secondary,yes,no,5,,,,,,yes
blue-collar,26,20000,single,primary,yes,no,2,,,,,,yes
admin.,40,50000,single,secondary,no,no,4,,,,,,yes
technician,26,60000,single,secondary,no,yes,2,,,,,,yes
management,35,100000,single,tertiary,no,yes,3,,,,,,yes
services,34,70000,single,secondary,no,no,3,,,,,,yes
management,41,100000,single,tertiary,no,no,4,,,,,,yes
management,44,100000,married,primary,yes,no,4,,,,,,yes
admin.,47,50000,married,secondary,yes,no,4,,,,,,yes
management,33,100000,single,tertiary,yes,no,3,,,,,,yes
management,36,100000,divorced,tertiary,no,yes,3,,,,,,yes
technician,38,60000,married,secondary,yes,no,3,,,,,,yes
technician,35,60000,married,tertiary,yes,no,3,,,,,,yes
technician,41,60000,single,tertiary,no,no,4,,,,,,yes
management,41,100000,divorced,unknown,yes,no,4,,,,,,yes
blue-collar,28,20000,married,secondary,yes,no,2,,,,,,yes
admin.,35,50000,single,secondary,yes,no,3,,,,,,yes
services,26,70000,married,secondary,yes,yes,2,,,,,,yes
blue-collar,39,20000,single,secondary,no,no,3,,,,,,yes
admin.,25,50000,married,unknown,yes,no,2,,,,,,yes
admin.,37,50000,married,secondary,yes,no,3,,,,,,yes
services,27,70000,married,secondary,yes,no,2,,,,,,yes
management,25,100000,married,secondary,yes,no,2,,,,,,yes
management,46,100000,divorced,tertiary,yes,no,4,,,,,,yes
management,42,100000,divorced,secondary,yes,no,4,,,,,,yes
blue-collar,25,20000,single,secondary,yes,no,2,,,,,,yes
technician,28,60000,single,tertiary,no,yes,2,,,,,,yes
services,33,70000,divorced,secondary,no,yes,3,,,,,,yes
management,32,100000,single,secondary,yes,yes,3,,,,,,yes
blue-collar,32,20000,married,secondary,yes,no,3,,,,,,yes
technician,47,60000,single,secondary,yes,no,4,,,,,,yes
entrepreneur,50,120000,married,tertiary,yes,no,5,,,,,,yes
blue-collar,32,20000,single,secondary,no,yes,3,,,,,,yes
student,28,4000,single,secondary,no,no,2,,,,,,yes
technician,27,60000,married,secondary,yes,no,2,,,,,,yes
admin.,45,50000,married,secondary,yes,no,4,,,,,,yes
admin.,51,50000,single,secondary,no,no,5,,,,,,yes
admin.,36,50000,married,secondary,yes,yes,3,,,,,,yes
self-employed,51,60000,married,secondary,yes,no,5,,,,,,yes
services,33,70000,single,tertiary,yes,no,3,,,,,,yes
technician,59,60000,married,secondary,yes,yes,5,,,,,,yes
entrepreneur,38,120000,married,tertiary,no,no,3,,,,,,yes
services,40,70000,married,secondary,yes,no,4,,,,,,yes
blue-collar,51,20000,married,primary,yes,no,5,,,,,,yes
entrepreneur,41,120000,single,secondary,no,no,4,,,,,,yes
retired,55,55000,divorced,secondary,no,yes,5,,,,,,yes
entrepreneur,38,120000,married,secondary,yes,yes,3,,,,,,yes
management,31,100000,married,tertiary,yes,yes,3,,,,,,yes
admin.,28,50000,single,secondary,yes,no,2,,,,,,yes
blue-collar,41,20000,married,secondary,no,yes,4,,,,,,yes
management,33,100000,divorced,tertiary,yes,no,3,,,,,,yes
student,25,4000,single,secondary,yes,no,2,,,,,,yes
admin.,45,50000,divorced,secondary,yes,no,4,,,,,,yes
technician,25,60000,single,secondary,no,no,2,,,,,,yes
blue-collar,31,20000,married,primary,yes,no,3,,,,,,yes
services,28,70000,single,secondary,yes,no,2,,,,,,yes
technician,49,60000,divorced,secondary,no,no,4,,,,,,yes
services,25,70000,married,secondary,yes,no,2,,,,,,yes
unemployed,28,8000,single,tertiary,yes,no,2,,,,,,yes
retired,54,55000,married,secondary,no,no,5,,,,,,yes
technician,28,60000,single,tertiary,yes,no,2,,,,,,yes
technician,27,60000,single,tertiary,yes,yes,2,,,,,,yes
blue-collar,49,20000,single,primary,yes,no,4,,,,,,yes
blue-collar,53,20000,married,primary,yes,no,5,,,,,,yes
technician,26,60000,single,secondary,no,yes,2,,,,,,yes
services,37,70000,married,secondary,no,yes,3,,,,,,yes
blue-collar,34,20000,single,secondary,no,yes,3,,,,,,yes
admin.,33,50000,married,secondary,yes,no,3,,,,,,yes
management,35,100000,divorced,tertiary,yes,no,3,,,,,,yes
retired,51,55000,married,primary,no,no,5,,,,,,yes
housemaid,39,16000,married,secondary,no,no,3,,,,,,yes
technician,35,60000,single,tertiary,yes,no,3,,,,,,yes
unemployed,51,8000,married,primary,yes,no,5,,,,,,yes
management,30,100000,single,tertiary,yes,yes,3,,,,,,yes
blue-collar,42,20000,single,primary,yes,no,4,,,,,,yes
management,54,100000,married,secondary,yes,no,5,,,,,,yes
blue-collar,51,20000,married,primary,yes,yes,5,,,,,,yes
retired,57,55000,divorced,primary,no,yes,5,,,,,,yes
management,30,100000,married,tertiary,yes,no,3,,,,,,yes
blue-collar,37,20000,single,secondary,no,yes,3,,,,,,yes
technician,39,60000,married,secondary,yes,no,3,,,,,,yes
technician,35,60000,married,tertiary,no,no,3,,,,,,yes
management,48,100000,married,secondary,yes,no,4,,,,,,yes
admin.,45,50000,divorced,tertiary,no,no,4,,,,,,yes
management,31,100000,married,tertiary,yes,yes,3,,,,,,yes
self-employed,35,60000,married,secondary,yes,no,3,,,,,,yes
housemaid,48,16000,married,secondary,no,yes,4,,,,,,yes
services,43,70000,married,secondary,yes,no,4,,,,,,yes
blue-collar,43,20000,single,primary,no,yes,4,,,,,,yes
services,49,70000,divorced,secondary,no,no,4,,,,,,yes
housemaid,53,16000,married,primary,no,no,5,,,,,,yes
entrepreneur,48,120000,married,secondary,no,yes,4,,,,,,yes
technician,27,60000,single,secondary,no,no,2,,,,,,yes
technician,55,60000,married,secondary,yes,no,5,,,,,,yes
services,40,70000,married,secondary,yes,no,4,,,,,,yes
self-employed,40,60000,single,tertiary,no,no,4,,,,,,yes
blue-collar,38,20000,divorced,secondary,yes,no,3,,,,,,yes
retired,54,55000,single,secondary,no,yes,5,,,,,,yes
technician,54,60000,married,secondary,no,yes,5,,,,,,yes
admin.,50,50000,single,secondary,no,no,5,,,,,,yes
admin.,27,50000,single,secondary,no,no,2,,,,,,yes
management,48,100000,divorced,tertiary,no,no,4,,,,,,yes
services,41,70000,married,unknown,no,no,4,,,,,,yes
blue-collar,51,20000,divorced,primary,no,no,5,,,,,,yes
technician,42,60000,single,tertiary,no,no,4,,,,,,yes
blue-collar,33,20000,married,secondary,no,no,3,,,,,,yes
retired,58,55000,divorced,secondary,yes,no,5,,,,,,yes
unemployed,47,8000,married,secondary,no,no,4,,,,,,yes
admin.,58,50000,married,secondary,yes,no,5,,,,,,yes
self-employed,60,60000,married,primary,no,yes,6,,,,,,yes
blue-collar,41,20000,married,secondary,no,yes,4,,,,,,yes
admin.,46,50000,married,secondary,yes,no,4,,,,,,yes
admin.,50,50000,married,secondary,no,no,5,,,,,,yes
housemaid,46,16000,married,secondary,yes,no,4,,,,,,yes
management,47,100000,single,tertiary,no,yes,4,,,,,,yes
blue-collar,44,20000,married,secondary,no,no,4,,,,,,yes
self-employed,46,60000,divorced,tertiary,no,no,4,,,,,,yes
services,36,70000,married,secondary,no,no,3,,,,,,yes
blue-collar,39,20000,married,unknown,yes,no,3,,,,,,yes
management,58,100000,divorced,secondary,no,no,5,,,,,,yes
unemployed,44,8000,single,primary,no,yes,4,,,,,,yes
entrepreneur,49,120000,divorced,unknown,yes,no,4,,,,,,yes
management,55,100000,married,tertiary,no,no,5,,,,,,yes
unemployed,52,8000,married,primary,no,no,5,,,,,,yes
